"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Germany","DEU","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.6280854712829","97.6280854712829","97.6280854712829","97.6280854712829","97.6843507137965","97.7406159563102","97.7968811988239","97.8531464413375","97.9094116838512","97.9656769263648","98.0219421688785","98.0782074113921","98.1344726539058","98.1907378964194","98.2470031389331","98.3032683814468","98.3595336239604","98.4157988664741","98.4720641089877","98.4720641089877","98.4720641089877","98.4720641089877","98.4720641089877","","",
"Djibouti","DJI","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.2337016109396","31.2337016109396","31.2337016109396","31.2337016109396","31.2337016109396","32.1636925750251","33.0895691875296","34.0113314484526","34.9289793577947","35.8425129155551","36.7519321217344","37.6572369763326","38.5584274793493","39.4555036307848","40.3484654306393","41.2373128789122","42.1220459756039","43.0026647207146","43.8791691142437","44.7515591561919","44.7515591561919","44.7515591561919","44.7515591561919","","",
"Dominica","DMA","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.0883793899768","49.3552188905115","49.0536835556734","48.7485706908171","48.4398802959426","48.1276123710496","47.8117669161384","47.492343931209","47.1693434162613","46.8427653712953","46.5126097963109","46.1788766913083","45.8415660562871","45.500677891248","45.1562121961905","44.8081689711148","44.4565482160208","44.1013499309084","43.7425741157778","43.380220770629","43.0142898954618","42.6447814902763","42.2716955550726","","",
"Algeria","DZA","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.8421543257969","65.9151599135919","65.9881655013869","66.0611710891819","66.1341766769769","66.2071822647719","66.2801878525669","66.3531934403619","66.4261990281569","66.4992046159519","66.5722102037469","66.6452157915419","66.4407818766137","66.2357407922032","66.0300925383101","65.8238371149344","65.6169745220763","65.4095047597358","65.2014278279127","64.9927437266072","64.7834524558191","64.5735540155485","64.5735540155485","","",
"East Asia & Pacific (excluding high income)","EAP","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.191784896229","44.1867265424024","44.1377711261422","45.6915248474919","47.2799853838758","48.9212906954481","50.6010887792822","52.347965233336","54.1296239919118","55.9422452560013","57.7909546848583","59.6923525607431","61.6345199494826","63.6181734603769","65.656913950161","67.7334636736268","69.8444050836919","71.9904200769472","74.1609399451724","76.353034066823","76.664873263247","76.9652307700331","77.2581167124771","","",
"Europe & Central Asia (excluding high income)","ECA","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.1913968975035","73.2562042331044","73.3960403582959","73.5353841214447","73.8520459150099","74.1765663182382","74.456142210204","74.7899238529963","75.133664364684","75.6531361843685","76.1906569107543","76.7363178322397","77.276634018802","77.818187796458","78.3432838993504","78.8685664543058","79.3919628542805","79.9318722624249","80.4596996002457","80.7741472055999","81.0570473275006","81.3430006842325","81.5771523019321","","",
